Frame, Frame Full, Scene, UI
535, 0.016559, 0.001676, 9.1e-05
536, 0.016646, 0.001498, 9.2e-05
537, 0.016607, 0.001512, 9.1e-05
538, 0.016735, 0.001502, 9.2e-05
539, 0.017719, 0.001492, 9.4e-05
540, 0.015863, 0.001526, 9.8e-05
541, 0.016365, 0.001506, 9.3e-05
542, 0.016889, 0.001529, 9.1e-05
543, 0.016337, 0.001502, 9.1e-05
544, 0.016713, 0.001497, 9.1e-05
545, 0.016754, 0.001511, 8.9e-05
546, 0.016696, 0.001501, 9.4e-05
547, 0.016497, 0.0015, 8.9e-05
548, 0.01657, 0.001502, 9.3e-05
549, 0.016736, 0.001494, 9.7e-05
550, 0.016543, 0.001506, 9.3e-05
551, 0.016741, 0.001744, 9.7e-05
552, 0.016723, 0.001517, 0.000101
553, 0.016808, 0.0015, 0.000101
554, 0.016652, 0.001496, 9.2e-05
555, 0.016324, 0.001506, 9.1e-05
556, 0.016797, 0.001504, 9.2e-05
557, 0.016523, 0.00151, 9.3e-05
558, 0.01668, 0.001507, 9.3e-05
559, 0.016777, 0.001492, 9.6e-05
560, 0.016503, 0.00152, 9.6e-05
561, 0.016615, 0.001499, 9.7e-05
562, 0.016679, 0.001507, 9.4e-05
563, 0.016845, 0.001507, 9.3e-05
564, 0.016578, 0.00152, 9.5e-05
565, 0.016853, 0.001506, 9.2e-05
566, 0.016753, 0.001511, 9.5e-05
567, 0.016312, 0.001509, 8.9e-05
568, 0.016507, 0.00153, 9.3e-05
569, 0.017069, 0.001507, 9.5e-05
570, 0.016091, 0.001503, 9.4e-05
571, 0.016633, 0.00149, 9.4e-05
572, 0.016875, 0.001501, 9.4e-05
573, 0.016559, 0.001501, 9.1e-05
574, 0.016692, 0.001499, 9.4e-05
575, 0.016562, 0.001499, 8.9e-05
576, 0.016749, 0.001542, 9.6e-05
577, 0.016663, 0.001514, 9.1e-05
578, 0.016799, 0.001499, 0.000141
579, 0.016671, 0.001502, 8.7e-05
580, 0.016237, 0.001501, 9.3e-05
581, 0.016877, 0.0015, 9e-05
582, 0.016491, 0.001507, 9.4e-05
583, 0.0166, 0.001503, 9.1e-05
584, 0.016911, 0.001505, 9.4e-05
585, 0.016486, 0.001503, 9.1e-05
586, 0.016567, 0.001592, 0.000103
587, 0.016681, 0.001499, 9.3e-05
588, 0.016626, 0.001531, 0.000103
589, 0.016808, 0.001587, 9.5e-05
590, 0.016753, 0.0015, 9.4e-05
591, 0.016496, 0.001506, 9.3e-05
592, 0.016846, 0.001509, 9.3e-05
593, 0.016252, 0.001503, 9.2e-05
594, 0.016624, 0.001498, 9.4e-05
595, 0.016808, 0.001713, 8.9e-05
596, 0.016465, 0.001739, 9.8e-05
597, 0.01674, 0.001551, 9.1e-05
598, 0.01669, 0.001743, 9.9e-05
599, 0.016741, 0.001678, 9.2e-05
600, 0.016676, 0.00186, 0.000109
601, 0.016621, 0.001521, 0.000139
602, 0.016653, 0.001536, 0.0001
603, 0.016466, 0.001548, 9e-05
604, 0.0169, 0.0015, 9.3e-05
605, 0.016552, 0.001508, 9.3e-05
606, 0.016422, 0.001501, 9.3e-05
607, 0.01686, 0.001497, 9.2e-05
608, 0.016417, 0.001507, 9.3e-05
609, 0.016719, 0.001507, 9.4e-05
610, 0.01672, 0.001507, 9.7e-05
611, 0.016417, 0.001509, 9.1e-05
612, 0.016918, 0.001514, 9.5e-05
613, 0.016438, 0.001509, 9.6e-05
614, 0.016868, 0.0015, 9.7e-05
615, 0.016893, 0.001547, 9.1e-05
616, 0.017051, 0.001517, 9.6e-05
617, 0.016156, 0.001726, 0.000101
618, 0.016617, 0.0015, 9.7e-05
619, 0.016399, 0.001502, 9.9e-05
620, 0.01686, 0.001504, 0.000101
621, 0.016532, 0.001516, 9.1e-05
622, 0.016875, 0.0015, 9.8e-05
623, 0.016478, 0.001506, 8.9e-05
624, 0.016916, 0.001494, 9e-05
625, 0.016261, 0.001498, 9.1e-05
626, 0.016598, 0.001591, 9.3e-05
627, 0.016881, 0.001505, 9.5e-05
628, 0.016282, 0.001497, 9.3e-05
629, 0.01708, 0.001499, 9.2e-05
630, 0.016504, 0.001517, 0.000105
631, 0.016426, 0.0015, 9e-05
632, 0.016486, 0.001506, 9.4e-05
633, 0.016884, 0.001504, 9e-05
634, 0.017449, 0.001541, 0.000104
635, 0.016187, 0.001521, 9.8e-05
636, 0.016128, 0.001512, 9.8e-05
637, 0.017264, 0.001514, 9.6e-05
638, 0.016972, 0.001523, 0.000109
639, 0.015762, 0.001532, 9.5e-05
640, 0.018093, 0.001513, 9.6e-05
641, 0.014823, 0.001507, 9.5e-05
642, 0.017614, 0.001508, 9.5e-05
643, 0.015634, 0.001507, 8.7e-05
644, 0.016897, 0.001497, 9.1e-05
645, 0.016523, 0.00152, 9.2e-05
646, 0.016647, 0.001537, 9.5e-05
647, 0.016654, 0.001504, 9e-05
648, 0.016765, 0.001502, 9.3e-05
649, 0.016476, 0.001504, 9.1e-05
650, 0.016792, 0.00151, 9.8e-05
651, 0.016726, 0.001589, 9.3e-05
652, 0.016499, 0.001551, 9.2e-05
653, 0.016514, 0.001594, 9.4e-05
654, 0.01674, 0.00169, 9.4e-05
655, 0.01661, 0.001717, 9.8e-05
656, 0.017068, 0.001605, 9.3e-05
657, 0.016116, 0.001569, 9.2e-05
658, 0.016932, 0.001503, 9.6e-05
659, 0.016196, 0.001695, 9.2e-05
660, 0.016884, 0.001698, 9.6e-05
661, 0.016526, 0.00176, 9.8e-05
662, 0.016754, 0.001528, 9.7e-05
663, 0.016503, 0.001543, 8.9e-05
664, 0.017068, 0.001743, 9.7e-05
665, 0.016335, 0.001493, 8.9e-05
666, 0.016594, 0.001498, 9.6e-05
667, 0.016722, 0.001497, 9.5e-05
668, 0.016468, 0.001495, 9.2e-05
669, 0.016816, 0.001503, 9.2e-05
670, 0.016593, 0.001506, 9.5e-05
671, 0.016913, 0.001506, 9.1e-05
672, 0.016416, 0.001536, 9.6e-05
673, 0.016594, 0.001509, 9.2e-05
674, 0.01681, 0.001529, 9.4e-05
675, 0.016874, 0.001504, 9e-05
676, 0.016378, 0.00154, 9.2e-05
677, 0.016577, 0.001503, 9.5e-05
678, 0.01667, 0.001507, 9.8e-05
679, 0.016655, 0.001627, 8.9e-05
680, 0.016539, 0.001508, 9.4e-05
681, 0.016648, 0.001588, 0.000105
682, 0.016736, 0.001512, 9.4e-05
683, 0.016767, 0.001505, 9e-05
684, 0.016581, 0.001502, 9.4e-05
685, 0.016528, 0.001537, 9.2e-05
686, 0.0166, 0.001509, 9.7e-05
687, 0.01662, 0.001504, 9.3e-05
688, 0.016686, 0.001513, 9.2e-05
689, 0.017462, 0.001593, 9e-05
690, 0.015955, 0.001507, 9.4e-05
691, 0.016588, 0.001503, 9.1e-05
692, 0.016505, 0.001505, 9.6e-05
693, 0.016602, 0.001515, 9.1e-05
694, 0.016683, 0.001504, 9.5e-05
695, 0.016697, 0.0015, 8.9e-05
696, 0.016637, 0.001499, 9.4e-05
697, 0.01685, 0.001504, 8.9e-05
698, 0.016517, 0.001502, 9.2e-05
699, 0.016582, 0.001503, 8.9e-05
700, 0.01672, 0.00152, 0.000102
701, 0.016543, 0.00152, 9.9e-05
702, 0.016719, 0.001498, 9.4e-05
703, 0.016755, 0.00151, 9.1e-05
704, 0.016344, 0.001744, 9.5e-05
705, 0.016646, 0.001744, 9.4e-05
706, 0.016731, 0.001628, 9.5e-05
707, 0.016499, 0.001494, 9.6e-05
708, 0.016743, 0.001687, 0.0001
709, 0.016659, 0.001745, 9.3e-05
710, 0.016884, 0.001672, 9.3e-05
711, 0.01638, 0.001504, 9e-05
712, 0.016677, 0.001502, 9.4e-05
713, 0.016799, 0.001494, 9.5e-05
714, 0.016538, 0.001717, 9.5e-05
715, 0.016585, 0.001506, 9.6e-05
716, 0.017329, 0.00172, 9.5e-05
717, 0.015885, 0.001739, 9.2e-05
718, 0.016743, 0.001748, 9.8e-05
719, 0.016592, 0.001505, 9e-05
720, 0.016689, 0.001543, 0.000113
721, 0.016602, 0.0017, 9.1e-05
722, 0.016723, 0.002368, 0.000112
723, 0.016669, 0.001509, 9.2e-05
724, 0.016641, 0.0016, 0.0001
725, 0.016492, 0.001592, 9.7e-05
726, 0.01698, 0.00156, 9.3e-05
727, 0.016335, 0.001633, 9.1e-05
728, 0.016769, 0.001496, 9.6e-05
729, 0.01664, 0.001738, 9.4e-05
730, 0.016571, 0.001722, 9.3e-05
731, 0.016562, 0.001507, 0.0001
732, 0.016647, 0.001504, 9.5e-05
733, 0.016692, 0.001624, 9.1e-05
734, 0.016552, 0.001708, 9.7e-05
735, 0.016844, 0.001744, 9.1e-05
736, 0.016714, 0.001652, 0.000109
737, 0.016575, 0.001693, 9.5e-05
738, 0.016693, 0.001735, 0.0001
739, 0.016489, 0.001503, 9e-05
740, 0.016673, 0.0015, 9.5e-05
741, 0.01664, 0.001578, 8.9e-05
742, 0.016882, 0.001541, 9.3e-05
743, 0.016479, 0.001498, 9.3e-05
744, 0.016504, 0.001499, 9.4e-05
745, 0.016628, 0.001506, 0.0001
746, 0.016654, 0.001497, 9.7e-05
747, 0.016624, 0.001582, 9e-05
748, 0.016864, 0.001509, 0.000122
749, 0.016652, 0.001506, 9e-05
750, 0.016769, 0.002211, 0.000158
751, 0.016305, 0.001512, 9.3e-05
752, 0.016713, 0.001556, 9.8e-05
753, 0.01658, 0.001503, 8.9e-05
754, 0.01672, 0.001501, 9.1e-05
755, 0.016601, 0.001592, 9e-05
756, 0.016708, 0.001504, 9.3e-05
757, 0.016591, 0.001504, 9.1e-05
758, 0.016908, 0.001502, 9.6e-05
759, 0.01624, 0.001499, 9e-05
760, 0.017227, 0.001526, 9.3e-05
761, 0.016147, 0.001507, 9.4e-05
762, 0.016975, 0.001501, 9.3e-05
763, 0.016383, 0.0015, 9.1e-05
764, 0.016588, 0.001491, 9e-05
765, 0.016679, 0.001518, 9.4e-05
766, 0.01658, 0.001502, 9.4e-05
767, 0.016584, 0.001504, 8.9e-05
768, 0.016694, 0.001499, 9e-05
769, 0.016858, 0.001514, 9.1e-05
770, 0.016373, 0.001495, 9.3e-05
771, 0.01673, 0.0015, 9.1e-05
772, 0.016772, 0.001555, 9.4e-05
773, 0.016515, 0.001506, 9e-05
774, 0.016621, 0.001512, 9.4e-05
775, 0.016745, 0.001525, 9.3e-05
776, 0.016522, 0.001503, 9.1e-05
777, 0.016648, 0.001526, 8.9e-05
778, 0.016599, 0.001494, 9.8e-05
779, 0.016567, 0.001498, 9.2e-05
780, 0.0167, 0.001509, 9.6e-05
781, 0.016653, 0.001506, 9.2e-05
782, 0.01685, 0.001509, 9.9e-05
783, 0.016386, 0.001506, 9.3e-05
784, 0.0166, 0.001505, 9.6e-05
785, 0.016693, 0.001506, 9.8e-05
786, 0.01676, 0.001507, 9.7e-05
787, 0.016588, 0.001503, 9.2e-05
788, 0.016678, 0.001504, 9.3e-05
789, 0.016705, 0.001504, 8.7e-05
790, 0.016628, 0.001541, 9.7e-05
791, 0.016445, 0.001507, 9e-05
792, 0.017021, 0.001548, 9.3e-05
793, 0.016251, 0.001498, 8.9e-05
794, 0.016664, 0.001709, 9.8e-05
795, 0.016808, 0.001619, 9.2e-05
796, 0.016507, 0.001552, 9.3e-05
797, 0.016659, 0.001696, 9.6e-05
798, 0.016674, 0.001513, 9.7e-05
799, 0.016525, 0.001524, 9.3e-05
800, 0.016734, 0.00149, 9.6e-05
801, 0.016564, 0.001714, 9.3e-05
802, 0.016839, 0.001565, 0.000106
803, 0.016332, 0.001492, 9.3e-05
804, 0.016783, 0.001501, 9.5e-05
805, 0.016627, 0.00156, 9e-05
806, 0.016699, 0.001505, 9.7e-05
807, 0.01662, 0.001538, 9.4e-05
808, 0.016759, 0.001502, 9.2e-05
809, 0.016534, 0.001501, 9.3e-05
810, 0.017172, 0.001566, 0.000103
811, 0.01616, 0.001505, 9.2e-05
812, 0.016772, 0.001504, 9.4e-05
813, 0.016527, 0.001499, 9.7e-05
814, 0.016536, 0.001515, 9.3e-05
815, 0.016775, 0.001506, 9e-05
816, 0.016548, 0.001849, 0.000111
817, 0.016553, 0.001501, 9e-05
818, 0.016891, 0.001503, 9.4e-05
819, 0.016577, 0.001508, 9.5e-05
820, 0.016627, 0.001506, 9.3e-05
821, 0.016715, 0.001637, 0.000105
822, 0.01672, 0.001507, 9.6e-05
823, 0.016437, 0.001555, 9.5e-05
824, 0.016604, 0.0015, 0.000105
825, 0.016873, 0.001574, 9.6e-05
826, 0.016373, 0.001499, 9.3e-05
827, 0.016742, 0.001505, 9.1e-05
828, 0.016853, 0.001501, 9.4e-05
829, 0.016504, 0.001507, 9.2e-05
830, 0.016579, 0.001502, 9.3e-05
831, 0.016501, 0.001496, 9e-05
832, 0.016761, 0.001504, 9.2e-05
833, 0.016525, 0.001505, 9e-05
834, 0.017138, 0.001505, 9.6e-05
835, 0.016411, 0.001504, 9.1e-05
836, 0.016547, 0.001501, 9.8e-05
837, 0.016659, 0.001506, 9.2e-05
838, 0.01648, 0.001505, 9.2e-05
839, 0.016704, 0.001495, 9.4e-05
840, 0.016618, 0.001485, 9.6e-05
841, 0.016782, 0.001501, 8.8e-05
842, 0.016516, 0.001505, 9.3e-05
843, 0.01679, 0.001545, 9e-05
844, 0.016517, 0.001507, 9.3e-05
845, 0.016568, 0.001506, 0.00011
846, 0.017008, 0.001593, 9.6e-05
847, 0.016651, 0.001502, 9.1e-05
848, 0.016575, 0.001511, 9.6e-05
849, 0.016416, 0.001503, 9.7e-05
850, 0.016736, 0.0015, 9.2e-05
851, 0.016474, 0.001503, 9.4e-05
852, 0.016679, 0.001505, 0.0001
853, 0.01654, 0.001508, 9.1e-05
854, 0.017102, 0.001498, 9.3e-05
855, 0.016334, 0.001503, 9.1e-05
856, 0.016559, 0.001508, 9.8e-05
857, 0.016792, 0.0015, 9e-05
858, 0.016648, 0.001505, 0.000121
859, 0.016731, 0.001513, 9.1e-05
860, 0.016421, 0.001502, 9.9e-05
861, 0.01696, 0.001507, 9.5e-05
862, 0.016614, 0.001503, 9.5e-05
863, 0.016375, 0.00151, 9.2e-05
864, 0.016539, 0.001503, 0.000114
865, 0.01673, 0.001502, 9e-05
866, 0.016615, 0.001504, 0.000109
867, 0.016849, 0.001495, 8.9e-05
868, 0.016635, 0.00149, 0.000114
869, 0.016526, 0.001609, 9e-05
870, 0.028636, 0.00151, 9.6e-05
871, 0.021481, 0.001501, 0.000123
872, 0.016505, 0.001509, 9.5e-05
873, 0.017135, 0.001506, 8.9e-05
874, 0.016097, 0.00151, 9.2e-05
875, 0.016587, 0.0015, 8.9e-05
876, 0.016635, 0.001497, 9.4e-05
877, 0.016772, 0.001502, 9.3e-05
878, 0.016526, 0.001498, 9.1e-05
879, 0.016981, 0.0015, 9.4e-05
880, 0.016337, 0.001494, 9.7e-05
881, 0.016674, 0.001518, 9.3e-05
882, 0.016857, 0.001582, 9.9e-05
883, 0.016477, 0.001506, 0.000101
884, 0.016577, 0.001506, 9.5e-05
885, 0.016744, 0.001508, 9.1e-05
886, 0.01661, 0.001513, 9.3e-05
887, 0.016564, 0.001512, 8.9e-05
888, 0.016682, 0.001521, 9.3e-05
889, 0.016541, 0.001512, 9.5e-05
890, 0.016597, 0.001502, 9.6e-05
891, 0.016645, 0.001513, 9.5e-05
892, 0.016935, 0.001545, 9.3e-05
893, 0.016477, 0.001493, 9.3e-05
894, 0.016694, 0.0015, 9.4e-05
895, 0.016762, 0.001505, 0.000106
896, 0.016517, 0.001499, 9.4e-05
897, 0.016759, 0.001497, 8.9e-05
898, 0.016525, 0.001502, 9.2e-05
899, 0.016719, 0.001508, 9e-05
900, 0.016463, 0.001499, 9.3e-05
901, 0.016709, 0.001506, 9.2e-05
902, 0.016712, 0.001504, 0.000102
903, 0.01671, 0.001514, 9.3e-05
904, 0.016584, 0.001502, 9.5e-05
905, 0.017151, 0.001497, 9.1e-05
906, 0.01627, 0.001503, 9.2e-05
907, 0.016535, 0.001534, 0.000103
908, 0.016659, 0.00163, 9.4e-05
909, 0.016682, 0.0015, 9e-05
910, 0.016417, 0.001509, 0.000103
911, 0.016786, 0.001501, 9.1e-05
912, 0.016669, 0.001504, 0.000101
913, 0.016425, 0.001505, 9.1e-05
914, 0.016791, 0.001649, 9.7e-05
915, 0.01661, 0.001507, 9.1e-05
916, 0.016713, 0.001523, 9.5e-05
917, 0.016585, 0.001495, 8.9e-05
918, 0.016589, 0.001501, 9.4e-05
919, 0.016796, 0.001521, 9e-05
920, 0.016488, 0.001503, 9.8e-05
921, 0.016863, 0.001511, 9e-05
922, 0.016407, 0.001513, 9.3e-05
923, 0.016709, 0.001501, 9.3e-05
924, 0.016658, 0.001499, 9.2e-05
925, 0.016811, 0.001503, 9.5e-05
926, 0.01648, 0.00151, 9.5e-05
927, 0.016752, 0.001501, 9.1e-05
928, 0.016536, 0.001511, 9e-05
929, 0.016893, 0.001499, 9.2e-05
930, 0.016323, 0.00164, 9.6e-05
931, 0.016639, 0.00151, 8.9e-05
932, 0.016877, 0.001516, 9.4e-05
933, 0.016484, 0.001512, 0.000104
934, 0.016684, 0.001497, 9.9e-05
935, 0.016636, 0.001502, 9.2e-05
936, 0.016688, 0.001499, 9.3e-05
937, 0.016424, 0.001507, 9e-05
938, 0.016777, 0.001596, 9.3e-05
939, 0.016644, 0.001505, 9e-05
940, 0.01651, 0.001515, 9.8e-05
941, 0.016662, 0.00151, 9.7e-05
942, 0.016677, 0.00154, 9.7e-05
943, 0.016531, 0.001494, 9.8e-05
944, 0.016855, 0.001509, 9.6e-05
945, 0.016932, 0.001595, 9.5e-05
946, 0.016348, 0.001512, 9.6e-05
947, 0.016684, 0.001497, 9.1e-05
948, 0.016526, 0.001499, 9.6e-05
949, 0.016584, 0.001501, 9.1e-05
950, 0.016718, 0.001495, 0.000107
951, 0.016568, 0.002463, 0.000114
952, 0.017125, 0.001505, 9.3e-05
953, 0.016159, 0.001502, 8.8e-05
954, 0.016702, 0.001543, 9.2e-05
955, 0.016575, 0.001545, 8.8e-05
956, 0.016705, 0.001503, 9.5e-05
957, 0.016736, 0.001505, 9.5e-05
958, 0.016767, 0.001508, 9.4e-05
959, 0.016808, 0.001496, 9.4e-05
960, 0.016436, 0.001497, 9.3e-05
961, 0.016545, 0.001499, 9.1e-05
962, 0.016591, 0.001515, 9.4e-05
963, 0.016665, 0.001505, 9.4e-05
964, 0.016633, 0.001522, 9.8e-05
965, 0.016992, 0.001729, 9.5e-05
966, 0.016179, 0.001509, 9.2e-05
967, 0.016645, 0.001534, 8.8e-05
968, 0.016798, 0.001508, 9.3e-05
969, 0.01677, 0.001504, 9.9e-05
970, 0.016571, 0.001505, 9.5e-05
971, 0.016686, 0.001505, 9.1e-05
972, 0.016564, 0.001506, 9.2e-05
973, 0.01659, 0.001511, 9e-05
974, 0.016646, 0.001675, 9.5e-05
975, 0.016676, 0.001502, 9e-05
976, 0.016595, 0.001503, 9.7e-05
977, 0.01664, 0.001498, 9e-05
978, 0.016777, 0.001513, 9.5e-05
979, 0.016428, 0.001504, 8.9e-05
980, 0.016702, 0.001498, 9.3e-05
981, 0.016918, 0.001518, 9.5e-05
982, 0.016503, 0.001516, 9.3e-05
983, 0.016632, 0.001551, 9.1e-05
984, 0.016781, 0.001542, 9e-05
985, 0.016378, 0.001559, 9.1e-05
986, 0.016648, 0.001625, 9.4e-05
987, 0.016755, 0.001501, 9.5e-05
988, 0.016556, 0.001497, 9.3e-05
989, 0.016617, 0.001549, 9.1e-05
990, 0.016742, 0.001504, 9.6e-05
991, 0.016879, 0.00151, 9.5e-05
992, 0.016376, 0.001504, 9.3e-05
993, 0.016856, 0.001495, 8.9e-05
994, 0.016369, 0.00151, 9.5e-05
995, 0.016789, 0.001505, 9.3e-05
996, 0.016628, 0.001506, 0.0001
997, 0.016669, 0.001505, 9.2e-05
998, 0.016675, 0.001502, 9.1e-05
999, 0.016548, 0.001503, 9.5e-05
1000, 0.016774, 0.001523, 0.000108
1001, 0.01657, 0.001503, 9.5e-05
1002, 0.016527, 0.001537, 9.3e-05
1003, 0.016564, 0.001501, 9e-05
1004, 0.016872, 0.001502, 9.5e-05
1005, 0.016476, 0.001503, 9.2e-05
1006, 0.016596, 0.001727, 9.8e-05
1007, 0.016675, 0.001521, 0.000109
1008, 0.01688, 0.001626, 9.5e-05
1009, 0.016424, 0.001495, 9.6e-05
1010, 0.016649, 0.001565, 0.000102
1011, 0.016628, 0.001514, 9.1e-05
1012, 0.016502, 0.001507, 9.3e-05
1013, 0.016636, 0.001502, 9.1e-05
1014, 0.016764, 0.001762, 9.3e-05
1015, 0.016477, 0.001497, 9e-05
1016, 0.016843, 0.001506, 9.2e-05
1017, 0.016875, 0.001497, 9.5e-05
1018, 0.016308, 0.001508, 9.5e-05
1019, 0.016671, 0.00152, 0.0001
1020, 0.01691, 0.001511, 9.4e-05
1021, 0.01663, 0.001501, 9.1e-05
1022, 0.016482, 0.001504, 9.2e-05
1023, 0.016805, 0.001503, 8.9e-05
1024, 0.016495, 0.001505, 9.5e-05
1025, 0.016495, 0.001505, 9.5e-05
1026, 0.016495, 0.001505, 9.5e-05
1027, 0.016495, 0.001505, 9.5e-05
1028, 0.016495, 0.001505, 9.5e-05
1029, 0.016495, 0.001505, 9.5e-05
1030, 0.016495, 0.001505, 9.5e-05
1031, 0.016495, 0.001505, 9.5e-05
1032, 0.016495, 0.001505, 9.5e-05
1033, 0.016495, 0.001505, 9.5e-05
1034, 0.016495, 0.001505, 9.5e-05
1035, 0.016495, 0.001505, 9.5e-05
1036, 0.016495, 0.001505, 9.5e-05
1037, 0.016495, 0.001505, 9.5e-05
1038, 0.016495, 0.001505, 9.5e-05
1039, 0.016495, 0.001505, 9.5e-05
1040, 0.016495, 0.001505, 9.5e-05
1041, 0.016495, 0.001505, 9.5e-05
1042, 0.016495, 0.001505, 9.5e-05
1043, 0.016495, 0.001505, 9.5e-05
1044, 0.016495, 0.001505, 9.5e-05
1045, 0.016495, 0.001505, 9.5e-05
1046, 0.016495, 0.001505, 9.5e-05
1047, 0.016495, 0.001505, 9.5e-05
1048, 0.016495, 0.001505, 9.5e-05
1049, 0.016495, 0.001505, 9.5e-05
1050, 0.016495, 0.001505, 9.5e-05
1051, 0.016495, 0.001505, 9.5e-05
1052, 0.016495, 0.001505, 9.5e-05
1053, 0.016495, 0.001505, 9.5e-05
1054, 0.016495, 0.001505, 9.5e-05
1055, 0.016495, 0.001505, 9.5e-05
1056, 0.016495, 0.001505, 9.5e-05
1057, 0.016495, 0.001505, 9.5e-05
1058, 0.016495, 0.001505, 9.5e-05
1059, 0.016495, 0.001505, 9.5e-05
1060, 0.016495, 0.001505, 9.5e-05
1061, 0.016495, 0.001505, 9.5e-05
1062, 0.016495, 0.001505, 9.5e-05
1063, 0.016495, 0.001505, 9.5e-05
1064, 0.016495, 0.001505, 9.5e-05
1065, 0.016495, 0.001505, 9.5e-05
