Frame, Frame Full, Scene, UI
1578, 0.016495, 0.001505, 9.5e-05
1579, 0.016495, 0.001505, 9.5e-05
1580, 0.016495, 0.001505, 9.5e-05
1581, 0.016495, 0.001505, 9.5e-05
1582, 0.016495, 0.001505, 9.5e-05
1583, 0.016495, 0.001505, 9.5e-05
1584, 0.016495, 0.001505, 9.5e-05
1585, 0.016495, 0.001505, 9.5e-05
1586, 0.016495, 0.001505, 9.5e-05
1587, 0.016495, 0.001505, 9.5e-05
1588, 0.016495, 0.001505, 9.5e-05
1589, 0.016495, 0.001505, 9.5e-05
1590, 0.016495, 0.001505, 9.5e-05
1591, 0.016495, 0.001505, 9.5e-05
1592, 0.016495, 0.001505, 9.5e-05
1593, 0.016495, 0.001505, 9.5e-05
1594, 0.016495, 0.001505, 9.5e-05
1595, 0.016495, 0.001505, 9.5e-05
1596, 0.016495, 0.001505, 9.5e-05
1597, 0.016495, 0.001505, 9.5e-05
1598, 0.016495, 0.001505, 9.5e-05
1599, 0.016495, 0.001505, 9.5e-05
1600, 0.016495, 0.001505, 9.5e-05
1601, 0.016495, 0.001505, 9.5e-05
1602, 0.016495, 0.001505, 9.5e-05
1603, 0.016495, 0.001505, 9.5e-05
1604, 0.016495, 0.001505, 9.5e-05
1605, 0.016495, 0.001505, 9.5e-05
1606, 0.016495, 0.001505, 9.5e-05
1607, 0.016495, 0.001505, 9.5e-05
1608, 0.016495, 0.001505, 9.5e-05
1609, 0.016495, 0.001505, 9.5e-05
1610, 0.016495, 0.001505, 9.5e-05
1611, 0.016495, 0.001505, 9.5e-05
1612, 0.016495, 0.001505, 9.5e-05
1613, 0.016495, 0.001505, 9.5e-05
1614, 0.016495, 0.001505, 9.5e-05
1615, 0.016495, 0.001505, 9.5e-05
1616, 0.016495, 0.001505, 9.5e-05
1617, 0.016495, 0.001505, 9.5e-05
1618, 0.016495, 0.001505, 9.5e-05
1619, 0.016495, 0.001505, 9.5e-05
1620, 0.016495, 0.001505, 9.5e-05
1621, 0.016495, 0.001505, 9.5e-05
1622, 0.016495, 0.001505, 9.5e-05
1623, 0.016495, 0.001505, 9.5e-05
1624, 0.016495, 0.001505, 9.5e-05
1625, 0.016495, 0.001505, 9.5e-05
1626, 0.016495, 0.001505, 9.5e-05
1627, 0.016495, 0.001505, 9.5e-05
1628, 0.016495, 0.001505, 9.5e-05
1629, 0.016495, 0.001505, 9.5e-05
1630, 0.016495, 0.001505, 9.5e-05
1631, 0.016495, 0.001505, 9.5e-05
1632, 0.016495, 0.001505, 9.5e-05
1633, 0.016495, 0.001505, 9.5e-05
1634, 0.016495, 0.001505, 9.5e-05
1635, 0.016495, 0.001505, 9.5e-05
1636, 0.016495, 0.001505, 9.5e-05
1637, 0.016495, 0.001505, 9.5e-05
1638, 0.016495, 0.001505, 9.5e-05
1639, 0.016495, 0.001505, 9.5e-05
1640, 0.016495, 0.001505, 9.5e-05
1641, 0.016495, 0.001505, 9.5e-05
1642, 0.016495, 0.001505, 9.5e-05
1643, 0.016495, 0.001505, 9.5e-05
1644, 0.016495, 0.001505, 9.5e-05
1645, 0.016495, 0.001505, 9.5e-05
1646, 0.016495, 0.001505, 9.5e-05
1647, 0.016495, 0.001505, 9.5e-05
1648, 0.016495, 0.001505, 9.5e-05
1649, 0.016495, 0.001505, 9.5e-05
1650, 0.016495, 0.001505, 9.5e-05
1651, 0.016495, 0.001505, 9.5e-05
1652, 0.016495, 0.001505, 9.5e-05
1653, 0.016495, 0.001505, 9.5e-05
1654, 0.016495, 0.001505, 9.5e-05
1655, 0.016495, 0.001505, 9.5e-05
1656, 0.016495, 0.001505, 9.5e-05
1657, 0.016495, 0.001505, 9.5e-05
1658, 0.016495, 0.001505, 9.5e-05
1659, 0.016495, 0.001505, 9.5e-05
1660, 0.016495, 0.001505, 9.5e-05
1661, 0.016495, 0.001505, 9.5e-05
1662, 0.016495, 0.001505, 9.5e-05
1663, 0.016495, 0.001505, 9.5e-05
1664, 0.016495, 0.001505, 9.5e-05
1665, 0.016495, 0.001505, 9.5e-05
1666, 0.016495, 0.001505, 9.5e-05
1667, 0.016495, 0.001505, 9.5e-05
1668, 0.016495, 0.001505, 9.5e-05
1669, 0.016495, 0.001505, 9.5e-05
1670, 0.016495, 0.001505, 9.5e-05
1671, 0.016495, 0.001505, 9.5e-05
1672, 0.016495, 0.001505, 9.5e-05
1673, 0.016495, 0.001505, 9.5e-05
1674, 0.016495, 0.001505, 9.5e-05
1675, 0.016495, 0.001505, 9.5e-05
1676, 0.016495, 0.001505, 9.5e-05
1677, 0.016495, 0.001505, 9.5e-05
1678, 0.016495, 0.001505, 9.5e-05
1679, 0.016495, 0.001505, 9.5e-05
1680, 0.016495, 0.001505, 9.5e-05
1681, 0.016495, 0.001505, 9.5e-05
1682, 0.016495, 0.001505, 9.5e-05
1683, 0.016495, 0.001505, 9.5e-05
1684, 0.016495, 0.001505, 9.5e-05
1685, 0.016495, 0.001505, 9.5e-05
1686, 0.016495, 0.001505, 9.5e-05
1687, 0.016495, 0.001505, 9.5e-05
1688, 0.016495, 0.001505, 9.5e-05
1689, 0.016495, 0.001505, 9.5e-05
1690, 0.016495, 0.001505, 9.5e-05
1691, 0.016495, 0.001505, 9.5e-05
1692, 0.016495, 0.001505, 9.5e-05
1693, 0.016495, 0.001505, 9.5e-05
1694, 0.016495, 0.001505, 9.5e-05
1695, 0.016495, 0.001505, 9.5e-05
1696, 0.016495, 0.001505, 9.5e-05
1697, 0.016495, 0.001505, 9.5e-05
1698, 0.016495, 0.001505, 9.5e-05
1699, 0.016495, 0.001505, 9.5e-05
1700, 0.016495, 0.001505, 9.5e-05
1701, 0.016495, 0.001505, 9.5e-05
1702, 0.016495, 0.001505, 9.5e-05
1703, 0.016495, 0.001505, 9.5e-05
1704, 0.016495, 0.001505, 9.5e-05
1705, 0.016495, 0.001505, 9.5e-05
1706, 0.016495, 0.001505, 9.5e-05
1707, 0.016495, 0.001505, 9.5e-05
1708, 0.016495, 0.001505, 9.5e-05
1709, 0.016495, 0.001505, 9.5e-05
1710, 0.016495, 0.001505, 9.5e-05
1711, 0.016495, 0.001505, 9.5e-05
1712, 0.016495, 0.001505, 9.5e-05
1713, 0.016495, 0.001505, 9.5e-05
1714, 0.016495, 0.001505, 9.5e-05
1715, 0.016495, 0.001505, 9.5e-05
1716, 0.016495, 0.001505, 9.5e-05
1717, 0.016495, 0.001505, 9.5e-05
1718, 0.016495, 0.001505, 9.5e-05
1719, 0.016495, 0.001505, 9.5e-05
1720, 0.016495, 0.001505, 9.5e-05
1721, 0.016495, 0.001505, 9.5e-05
1722, 0.016495, 0.001505, 9.5e-05
1723, 0.016495, 0.001505, 9.5e-05
1724, 0.016495, 0.001505, 9.5e-05
1725, 0.016495, 0.001505, 9.5e-05
1726, 0.016495, 0.001505, 9.5e-05
1727, 0.016495, 0.001505, 9.5e-05
1728, 0.016495, 0.001505, 9.5e-05
1729, 0.016495, 0.001505, 9.5e-05
1730, 0.016495, 0.001505, 9.5e-05
1731, 0.016495, 0.001505, 9.5e-05
1732, 0.016495, 0.001505, 9.5e-05
1733, 0.016495, 0.001505, 9.5e-05
1734, 0.016495, 0.001505, 9.5e-05
1735, 0.016495, 0.001505, 9.5e-05
1736, 0.016495, 0.001505, 9.5e-05
1737, 0.016495, 0.001505, 9.5e-05
1738, 0.016495, 0.001505, 9.5e-05
1739, 0.016495, 0.001505, 9.5e-05
1740, 0.016495, 0.001505, 9.5e-05
1741, 0.016495, 0.001505, 9.5e-05
1742, 0.016495, 0.001505, 9.5e-05
1743, 0.016495, 0.001505, 9.5e-05
1744, 0.016495, 0.001505, 9.5e-05
1745, 0.016495, 0.001505, 9.5e-05
1746, 0.016495, 0.001505, 9.5e-05
1747, 0.016495, 0.001505, 9.5e-05
1748, 0.016495, 0.001505, 9.5e-05
1749, 0.016495, 0.001505, 9.5e-05
1750, 0.016495, 0.001505, 9.5e-05
1751, 0.016495, 0.001505, 9.5e-05
1752, 0.016495, 0.001505, 9.5e-05
1753, 0.016495, 0.001505, 9.5e-05
1754, 0.016495, 0.001505, 9.5e-05
1755, 0.016495, 0.001505, 9.5e-05
1756, 0.016495, 0.001505, 9.5e-05
1757, 0.016495, 0.001505, 9.5e-05
1758, 0.016495, 0.001505, 9.5e-05
1759, 0.016495, 0.001505, 9.5e-05
1760, 0.016495, 0.001505, 9.5e-05
1761, 0.016495, 0.001505, 9.5e-05
1762, 0.016495, 0.001505, 9.5e-05
1763, 0.016495, 0.001505, 9.5e-05
1764, 0.016495, 0.001505, 9.5e-05
1765, 0.016495, 0.001505, 9.5e-05
1766, 0.016495, 0.001505, 9.5e-05
1767, 0.016495, 0.001505, 9.5e-05
1768, 0.016495, 0.001505, 9.5e-05
1769, 0.016495, 0.001505, 9.5e-05
1770, 0.016495, 0.001505, 9.5e-05
1771, 0.016495, 0.001505, 9.5e-05
1772, 0.016495, 0.001505, 9.5e-05
1773, 0.016495, 0.001505, 9.5e-05
1774, 0.016495, 0.001505, 9.5e-05
1775, 0.016495, 0.001505, 9.5e-05
1776, 0.016495, 0.001505, 9.5e-05
1777, 0.016495, 0.001505, 9.5e-05
1778, 0.016495, 0.001505, 9.5e-05
1779, 0.016495, 0.001505, 9.5e-05
1780, 0.016495, 0.001505, 9.5e-05
1781, 0.016495, 0.001505, 9.5e-05
1782, 0.016495, 0.001505, 9.5e-05
1783, 0.016495, 0.001505, 9.5e-05
1784, 0.016495, 0.001505, 9.5e-05
1785, 0.016495, 0.001505, 9.5e-05
1786, 0.016495, 0.001505, 9.5e-05
1787, 0.016495, 0.001505, 9.5e-05
1788, 0.016495, 0.001505, 9.5e-05
1789, 0.016495, 0.001505, 9.5e-05
1790, 0.016495, 0.001505, 9.5e-05
1791, 0.016495, 0.001505, 9.5e-05
1792, 0.016495, 0.001505, 9.5e-05
1793, 0.016495, 0.001505, 9.5e-05
1794, 0.016495, 0.001505, 9.5e-05
1795, 0.016495, 0.001505, 9.5e-05
1796, 0.016495, 0.001505, 9.5e-05
1797, 0.016495, 0.001505, 9.5e-05
1798, 0.016495, 0.001505, 9.5e-05
1799, 0.016495, 0.001505, 9.5e-05
1800, 0.016495, 0.001505, 9.5e-05
1801, 0.016495, 0.001505, 9.5e-05
1802, 0.016495, 0.001505, 9.5e-05
1803, 0.016495, 0.001505, 9.5e-05
1804, 0.016495, 0.001505, 9.5e-05
1805, 0.016495, 0.001505, 9.5e-05
1806, 0.016495, 0.001505, 9.5e-05
1807, 0.016495, 0.001505, 9.5e-05
1808, 0.016495, 0.001505, 9.5e-05
1809, 0.016495, 0.001505, 9.5e-05
1810, 0.016495, 0.001505, 9.5e-05
1811, 0.016495, 0.001505, 9.5e-05
1812, 0.016495, 0.001505, 9.5e-05
1813, 0.016495, 0.001505, 9.5e-05
1814, 0.016495, 0.001505, 9.5e-05
1815, 0.016495, 0.001505, 9.5e-05
1816, 0.016495, 0.001505, 9.5e-05
1817, 0.016495, 0.001505, 9.5e-05
1818, 0.016495, 0.001505, 9.5e-05
1819, 0.016495, 0.001505, 9.5e-05
1820, 0.016495, 0.001505, 9.5e-05
1821, 0.016495, 0.001505, 9.5e-05
1822, 0.016495, 0.001505, 9.5e-05
1823, 0.016495, 0.001505, 9.5e-05
1824, 0.016495, 0.001505, 9.5e-05
1825, 0.016495, 0.001505, 9.5e-05
1826, 0.016495, 0.001505, 9.5e-05
1827, 0.016495, 0.001505, 9.5e-05
1828, 0.016495, 0.001505, 9.5e-05
1829, 0.016495, 0.001505, 9.5e-05
1830, 0.016495, 0.001505, 9.5e-05
1831, 0.016495, 0.001505, 9.5e-05
1832, 0.016495, 0.001505, 9.5e-05
1833, 0.016495, 0.001505, 9.5e-05
1834, 0.016495, 0.001505, 9.5e-05
1835, 0.016495, 0.001505, 9.5e-05
1836, 0.016495, 0.001505, 9.5e-05
1837, 0.016495, 0.001505, 9.5e-05
1838, 0.016495, 0.001505, 9.5e-05
1839, 0.016495, 0.001505, 9.5e-05
1840, 0.016495, 0.001505, 9.5e-05
1841, 0.016495, 0.001505, 9.5e-05
1842, 0.016495, 0.001505, 9.5e-05
1843, 0.016495, 0.001505, 9.5e-05
1844, 0.016495, 0.001505, 9.5e-05
1845, 0.016495, 0.001505, 9.5e-05
1846, 0.016495, 0.001505, 9.5e-05
1847, 0.016495, 0.001505, 9.5e-05
1848, 0.016495, 0.001505, 9.5e-05
1849, 0.016495, 0.001505, 9.5e-05
1850, 0.016495, 0.001505, 9.5e-05
1851, 0.016495, 0.001505, 9.5e-05
1852, 0.016495, 0.001505, 9.5e-05
1853, 0.016495, 0.001505, 9.5e-05
1854, 0.016495, 0.001505, 9.5e-05
1855, 0.016495, 0.001505, 9.5e-05
1856, 0.016495, 0.001505, 9.5e-05
1857, 0.016495, 0.001505, 9.5e-05
1858, 0.016495, 0.001505, 9.5e-05
1859, 0.016495, 0.001505, 9.5e-05
1860, 0.016495, 0.001505, 9.5e-05
1861, 0.016495, 0.001505, 9.5e-05
1862, 0.016495, 0.001505, 9.5e-05
1863, 0.016495, 0.001505, 9.5e-05
1864, 0.016495, 0.001505, 9.5e-05
1865, 0.016495, 0.001505, 9.5e-05
1866, 0.016495, 0.001505, 9.5e-05
1867, 0.016495, 0.001505, 9.5e-05
1868, 0.016495, 0.001505, 9.5e-05
1869, 0.016495, 0.001505, 9.5e-05
1870, 0.016495, 0.001505, 9.5e-05
1871, 0.016495, 0.001505, 9.5e-05
1872, 0.016495, 0.001505, 9.5e-05
1873, 0.016495, 0.001505, 9.5e-05
1874, 0.016495, 0.001505, 9.5e-05
1875, 0.016495, 0.001505, 9.5e-05
1876, 0.016495, 0.001505, 9.5e-05
1877, 0.016495, 0.001505, 9.5e-05
1878, 0.016495, 0.001505, 9.5e-05
1879, 0.016495, 0.001505, 9.5e-05
1880, 0.016495, 0.001505, 9.5e-05
1881, 0.016495, 0.001505, 9.5e-05
1882, 0.016495, 0.001505, 9.5e-05
1883, 0.016495, 0.001505, 9.5e-05
1884, 0.016495, 0.001505, 9.5e-05
1885, 0.016495, 0.001505, 9.5e-05
1886, 0.016495, 0.001505, 9.5e-05
1887, 0.016495, 0.001505, 9.5e-05
1888, 0.016495, 0.001505, 9.5e-05
1889, 0.016495, 0.001505, 9.5e-05
1890, 0.016495, 0.001505, 9.5e-05
1891, 0.016495, 0.001505, 9.5e-05
1892, 0.016495, 0.001505, 9.5e-05
1893, 0.016495, 0.001505, 9.5e-05
1894, 0.016495, 0.001505, 9.5e-05
1895, 0.016495, 0.001505, 9.5e-05
1896, 0.016495, 0.001505, 9.5e-05
1897, 0.016495, 0.001505, 9.5e-05
1898, 0.016495, 0.001505, 9.5e-05
1899, 0.016495, 0.001505, 9.5e-05
1900, 0.016495, 0.001505, 9.5e-05
1901, 0.016495, 0.001505, 9.5e-05
1902, 0.016495, 0.001505, 9.5e-05
1903, 0.016495, 0.001505, 9.5e-05
1904, 0.016495, 0.001505, 9.5e-05
1905, 0.016495, 0.001505, 9.5e-05
1906, 0.016495, 0.001505, 9.5e-05
1907, 0.016495, 0.001505, 9.5e-05
1908, 0.016495, 0.001505, 9.5e-05
1909, 0.016495, 0.001505, 9.5e-05
1910, 0.016495, 0.001505, 9.5e-05
1911, 0.016495, 0.001505, 9.5e-05
1912, 0.016495, 0.001505, 9.5e-05
1913, 0.016495, 0.001505, 9.5e-05
1914, 0.016495, 0.001505, 9.5e-05
1915, 0.016495, 0.001505, 9.5e-05
1916, 0.016495, 0.001505, 9.5e-05
1917, 0.016495, 0.001505, 9.5e-05
1918, 0.016495, 0.001505, 9.5e-05
1919, 0.016495, 0.001505, 9.5e-05
1920, 0.016495, 0.001505, 9.5e-05
1921, 0.016495, 0.001505, 9.5e-05
1922, 0.016495, 0.001505, 9.5e-05
1923, 0.016495, 0.001505, 9.5e-05
1924, 0.016495, 0.001505, 9.5e-05
1925, 0.016495, 0.001505, 9.5e-05
1926, 0.016495, 0.001505, 9.5e-05
1927, 0.016495, 0.001505, 9.5e-05
1928, 0.016495, 0.001505, 9.5e-05
1929, 0.016495, 0.001505, 9.5e-05
1930, 0.016495, 0.001505, 9.5e-05
1931, 0.016495, 0.001505, 9.5e-05
1932, 0.016495, 0.001505, 9.5e-05
1933, 0.016495, 0.001505, 9.5e-05
1934, 0.016495, 0.001505, 9.5e-05
1935, 0.016495, 0.001505, 9.5e-05
1936, 0.016495, 0.001505, 9.5e-05
1937, 0.016495, 0.001505, 9.5e-05
1938, 0.016495, 0.001505, 9.5e-05
1939, 0.016495, 0.001505, 9.5e-05
1940, 0.016495, 0.001505, 9.5e-05
1941, 0.016495, 0.001505, 9.5e-05
1942, 0.016495, 0.001505, 9.5e-05
1943, 0.016495, 0.001505, 9.5e-05
1944, 0.016495, 0.001505, 9.5e-05
1945, 0.016495, 0.001505, 9.5e-05
1946, 0.016495, 0.001505, 9.5e-05
1947, 0.016495, 0.001505, 9.5e-05
1948, 0.016495, 0.001505, 9.5e-05
1949, 0.016495, 0.001505, 9.5e-05
1950, 0.016495, 0.001505, 9.5e-05
1951, 0.016495, 0.001505, 9.5e-05
1952, 0.016495, 0.001505, 9.5e-05
1953, 0.016495, 0.001505, 9.5e-05
1954, 0.016495, 0.001505, 9.5e-05
1955, 0.016495, 0.001505, 9.5e-05
1956, 0.016495, 0.001505, 9.5e-05
1957, 0.016495, 0.001505, 9.5e-05
1958, 0.016495, 0.001505, 9.5e-05
1959, 0.016495, 0.001505, 9.5e-05
1960, 0.016495, 0.001505, 9.5e-05
1961, 0.016495, 0.001505, 9.5e-05
1962, 0.016495, 0.001505, 9.5e-05
1963, 0.016495, 0.001505, 9.5e-05
1964, 0.016495, 0.001505, 9.5e-05
1965, 0.016495, 0.001505, 9.5e-05
1966, 0.016495, 0.001505, 9.5e-05
1967, 0.016495, 0.001505, 9.5e-05
1968, 0.016495, 0.001505, 9.5e-05
1969, 0.016495, 0.001505, 9.5e-05
1970, 0.016495, 0.001505, 9.5e-05
1971, 0.016495, 0.001505, 9.5e-05
1972, 0.016495, 0.001505, 9.5e-05
1973, 0.016495, 0.001505, 9.5e-05
1974, 0.016495, 0.001505, 9.5e-05
1975, 0.016495, 0.001505, 9.5e-05
1976, 0.016495, 0.001505, 9.5e-05
1977, 0.016495, 0.001505, 9.5e-05
1978, 0.016495, 0.001505, 9.5e-05
1979, 0.016495, 0.001505, 9.5e-05
1980, 0.016495, 0.001505, 9.5e-05
1981, 0.016495, 0.001505, 9.5e-05
1982, 0.016495, 0.001505, 9.5e-05
1983, 0.016495, 0.001505, 9.5e-05
1984, 0.016495, 0.001505, 9.5e-05
1985, 0.016495, 0.001505, 9.5e-05
1986, 0.016495, 0.001505, 9.5e-05
1987, 0.016495, 0.001505, 9.5e-05
1988, 0.016495, 0.001505, 9.5e-05
1989, 0.016495, 0.001505, 9.5e-05
1990, 0.016495, 0.001505, 9.5e-05
1991, 0.016495, 0.001505, 9.5e-05
1992, 0.016495, 0.001505, 9.5e-05
1993, 0.016495, 0.001505, 9.5e-05
1994, 0.016495, 0.001505, 9.5e-05
1995, 0.016495, 0.001505, 9.5e-05
1996, 0.016495, 0.001505, 9.5e-05
1997, 0.016495, 0.001505, 9.5e-05
1998, 0.016495, 0.001505, 9.5e-05
1999, 0.016495, 0.001505, 9.5e-05
2000, 0.016495, 0.001505, 9.5e-05
2001, 0.016495, 0.001505, 9.5e-05
2002, 0.016495, 0.001505, 9.5e-05
2003, 0.016495, 0.001505, 9.5e-05
2004, 0.016495, 0.001505, 9.5e-05
2005, 0.016495, 0.001505, 9.5e-05
2006, 0.016495, 0.001505, 9.5e-05
2007, 0.016495, 0.001505, 9.5e-05
2008, 0.016495, 0.001505, 9.5e-05
2009, 0.016495, 0.001505, 9.5e-05
2010, 0.016495, 0.001505, 9.5e-05
2011, 0.016495, 0.001505, 9.5e-05
2012, 0.016495, 0.001505, 9.5e-05
2013, 0.016495, 0.001505, 9.5e-05
2014, 0.016495, 0.001505, 9.5e-05
2015, 0.016495, 0.001505, 9.5e-05
2016, 0.016495, 0.001505, 9.5e-05
2017, 0.016495, 0.001505, 9.5e-05
2018, 0.016495, 0.001505, 9.5e-05
2019, 0.016495, 0.001505, 9.5e-05
2020, 0.016495, 0.001505, 9.5e-05
2021, 0.016495, 0.001505, 9.5e-05
2022, 0.016495, 0.001505, 9.5e-05
2023, 0.016495, 0.001505, 9.5e-05
2024, 0.016495, 0.001505, 9.5e-05
2025, 0.016495, 0.001505, 9.5e-05
2026, 0.016495, 0.001505, 9.5e-05
2027, 0.016495, 0.001505, 9.5e-05
2028, 0.016495, 0.001505, 9.5e-05
2029, 0.016495, 0.001505, 9.5e-05
2030, 0.016495, 0.001505, 9.5e-05
2031, 0.016495, 0.001505, 9.5e-05
2032, 0.016495, 0.001505, 9.5e-05
2033, 0.016495, 0.001505, 9.5e-05
2034, 0.016495, 0.001505, 9.5e-05
2035, 0.016495, 0.001505, 9.5e-05
2036, 0.016495, 0.001505, 9.5e-05
2037, 0.016495, 0.001505, 9.5e-05
2038, 0.016495, 0.001505, 9.5e-05
2039, 0.016495, 0.001505, 9.5e-05
2040, 0.016495, 0.001505, 9.5e-05
2041, 0.016495, 0.001505, 9.5e-05
2042, 0.016495, 0.001505, 9.5e-05
2043, 0.016495, 0.001505, 9.5e-05
2044, 0.016495, 0.001505, 9.5e-05
2045, 0.016495, 0.001505, 9.5e-05
2046, 0.016495, 0.001505, 9.5e-05
2047, 0.016495, 0.001505, 9.5e-05
2048, 0.016495, 0.001505, 9.5e-05
2049, 0.016495, 0.001505, 9.5e-05
2050, 0.016495, 0.001505, 9.5e-05
2051, 0.016495, 0.001505, 9.5e-05
2052, 0.016495, 0.001505, 9.5e-05
2053, 0.016495, 0.001505, 9.5e-05
2054, 0.016495, 0.001505, 9.5e-05
2055, 0.016495, 0.001505, 9.5e-05
2056, 0.016495, 0.001505, 9.5e-05
2057, 0.016495, 0.001505, 9.5e-05
2058, 0.016495, 0.001505, 9.5e-05
2059, 0.016495, 0.001505, 9.5e-05
2060, 0.016495, 0.001505, 9.5e-05
2061, 0.016495, 0.001505, 9.5e-05
2062, 0.016495, 0.001505, 9.5e-05
2063, 0.016495, 0.001505, 9.5e-05
2064, 0.016495, 0.001505, 9.5e-05
2065, 0.016495, 0.001505, 9.5e-05
2066, 0.016495, 0.001505, 9.5e-05
2067, 0.016495, 0.001505, 9.5e-05
2068, 0.016495, 0.001505, 9.5e-05
2069, 0.016495, 0.001505, 9.5e-05
2070, 0.016495, 0.001505, 9.5e-05
2071, 0.016495, 0.001505, 9.5e-05
2072, 0.016495, 0.001505, 9.5e-05
2073, 0.016495, 0.001505, 9.5e-05
2074, 0.016495, 0.001505, 9.5e-05
2075, 0.016495, 0.001505, 9.5e-05
2076, 0.016495, 0.001505, 9.5e-05
2077, 0.016495, 0.001505, 9.5e-05
2078, 0.016495, 0.001505, 9.5e-05
2079, 0.016495, 0.001505, 9.5e-05
2080, 0.016495, 0.001505, 9.5e-05
2081, 0.016495, 0.001505, 9.5e-05
2082, 0.016495, 0.001505, 9.5e-05
2083, 0.016495, 0.001505, 9.5e-05
2084, 0.016495, 0.001505, 9.5e-05
2085, 0.016495, 0.001505, 9.5e-05
2086, 0.016495, 0.001505, 9.5e-05
2087, 0.016495, 0.001505, 9.5e-05
2088, 0.016495, 0.001505, 9.5e-05
2089, 0.016495, 0.001505, 9.5e-05
